"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","152","2","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","0","32","1","0.000000","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","76","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Concrete/concrete_trim_CLR_PKR.concrete_trim_CLR_PKR","0","0","33","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/tile_trim_clean/tile_trim_clean__color_pckr.tile_trim_clean__color_pckr","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Chair_M_Mat.T_Chair_M_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Textures/T_Burst_M_Mat.T_Burst_M_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/Movies/MyPlayer_Video_Mat.MyPlayer_Video_Mat","0","0","12","1","0.000000","0","0"
"/Game/ModularBuildingSet/Textures/brick_wall_tiling_c_grey_Mat.brick_wall_tiling_c_grey_Mat","0","0","21","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_grey.brick_wall_grey","0","0","21","1","0.000000","0","0"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_dark_red.brick_wall_dark_red","0","0","21","1","0.000000","0","0"
"/Game/gifs/Blinking_eye_Mat.Blinking_eye_Mat","0","0","21","1","0.000000","0","0"
"/Game/gifs/Blinking_eye_2_-_Brade_Runnah_Mat.Blinking_eye_2_-_Brade_Runnah_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreasureBags.M_TreasureBags","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WroughtIron.M_WroughtIron","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WroughtIron1.M_WroughtIron1","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WomanStatue.M_WomanStatue","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodBoards_04.M_WoodBoards_04","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Vase.M_Vase","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Vases.M_Vases","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallTreeMerged_01.M_Tree_FallTreeMerged_01","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallBark_01.M_Tree_FallBark_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallLimb_01.M_Tree_FallLimb_01","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Wooden.M_Wooden","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodBoards_02.M_WoodBoards_02","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Targets_01.M_Targets_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Deadwood.M_Deadwood","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_StatueHorn.M_StatueHorn","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AngelStatue02.M_AngelStatue02","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Spear01_noNormals.M_Spear01_noNormals","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Spear01.M_Spear01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree01_Opaque.M_Tree01_Opaque","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_SkeletonArmor.M_SkeletonArmor","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Shrub.M_Shrub","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_ShopSign_01.M_ShopSign_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodSlats_01.M_WoodSlats_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Shed_01.M_Shed_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Rooftile_01.M_Rooftile_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_SaydhiChair.M_SaydhiChair","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PaintableRock_MasterOpt.M_PaintableRock_MasterOpt","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_RiverRock_01.M_RiverRock_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Chains.M_Chains","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Cage.M_Cage","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Potions.M_Potions","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PineTree_Translucent.M_PineTree_Translucent","0","0","30","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PineTree.M_PineTree","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DestroyedPaintings_Frames.M_DestroyedPaintings_Frames","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_OakTree_Leaves.M_OakTree_Leaves","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_OakTree.M_OakTree","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Sword.M_Sword","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_MonkStatue_01.M_MonkStatue_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_StorageBoxes.M_StorageBoxes","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Bottles.M_Bottles","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Loot.M_Loot","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_LightSconce_Unlit.M_LightSconce_Unlit","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_LightSconce.M_LightSconce","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Deco_01.M_Deco_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DecoUnlit_01.M_DecoUnlit_01","0","0","2","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01T_IvyWall_01.M_IvyWall_01T_IvyWall_01","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Building_01.M_Building_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01.M_IvyWall_01","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01_Emissive.M_IvyWall_01_Emissive","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HollowLog.M_HollowLog","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HangingLight.M_HangingLight","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HangingFlag_01.M_HangingFlag_01","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Ivy_02.M_Ivy_02","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Grass1.M_Grass1","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_GiantJar.M_GiantJar","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_UN_Foliage_treesflat_jj_01_Color_Mat.M_UN_Foliage_treesflat_jj_01_Color_Mat","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Flag01.M_Flag01","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_FireAltar.M_FireAltar","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DeadTreeBranch.M_DeadTreeBranch","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DeadTree.M_DeadTree","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastlePieces.M_CastlePieces","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Statue.M_Statue","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CobWebs.M_CobWebs","0","0","10","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_ClothesLines_01.M_ClothesLines_01","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Coliseum_4_Transparent.M_Coliseum_4_Transparent","0","0","30","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CliffWall_01.M_CliffWall_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_UN_Rock_SM_Cliffs01_Master.M_UN_Rock_SM_Cliffs01_Master","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Drawbridge.M_Drawbridge","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastleRocBG_01.M_CastleRocBG_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastleRock_01.M_CastleRock_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Cage_Masked.M_Cage_Masked","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Roots.M_Roots","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Barrel_01.M_Barrel_01","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Books.M_Books","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BirdBath.M_BirdBath","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Reeds.M_Reeds","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Banners_01.M_Banners_01","0","0","35","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Banner01.M_Banner01","0","0","18","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BagOBones.M_BagOBones","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AnimalBones.M_AnimalBones","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AngelStatue.M_AngelStatue","0","0","12","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Maps/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","0","0","21","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Fire/M_Fire_Trans_TilePan_2sided_meshEmit_02.M_Fire_Trans_TilePan_2sided_meshEmit_02","0","0","20","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Sprite_01_5x5_SubUV.M_Fire_Sprite_01_5x5_SubUV","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Lit_SubUV_Master.M_Trans_Sprite_Lit_SubUV_Master","0","0","112","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_DepthFade.M_Trans_Sprite_Master_DepthFade","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","0","0","4","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Master.M_Add_Trail_2Sided_Pan_Master","0","0","60","2","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceShard.M_IceShard","0","0","16","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceBlastFog.M_IceBlastFog","0","0","20","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LevelRing_00.M_LevelRing_00","0","0","40","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Emis_Master.M_Add_Trail_2Sided_Pan_Emis_Master","0","0","30","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master_Surface.M_Opaque_MeshEmit_Emis_Master_Surface","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceBlastBase.M_IceBlastBase","0","0","112","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceChunksBase.M_IceChunksBase","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","0","0","40","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_JaggedRockIce_MeshEmit_Blue.M_JaggedRockIce_MeshEmit_Blue","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_Surface.M_Trans_Sprite_Master_Surface","0","0","112","1","0.000000","0","0"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/3dParticleOpacity_Mat.3dParticleOpacity_Mat","0","0","48","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceSword.M_IceSword","0","0","30","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceBlastIcicles_Fade.M_IceBlastIcicles_Fade","0","0","112","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Lit_Emis_Master.M_Opaque_MeshEmit_Lit_Emis_Master","0","0","57","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master.M_Trans_Sprite_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","0","0","80","2","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceBlastIcicles.M_IceBlastIcicles","0","0","16","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Trans.M_IB_Debris_Boxes_Trans","0","0","16","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Opaque.M_IB_Debris_Boxes_Opaque","0","0","4","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_AuraCircle.M_AuraCircle","0","0","20","1","0.000000","0","0"
